category,title
World,Israel FM calls for peace summit
Business,"FedEx Profit Jumps, Outlook Is Raised (Reuters)"
Business,Housing Starts Dive Unexpectedly in Nov.
Business,"FedEx Profit Jumps, Outlook Is Raised"
Business,U.S. Jobless Claims Drop Sharply
Business,British retail sales get Christmas boost (AFP)
Business,Symantec and Veritas to Merge
Business,Official: WTO Members Should Reach Accord
Business,Dollar #39;s weakness sending US investors overseas
Sci/Tech,HP engineers to join Intel
Sci/Tech,Nintendo DS Media Adaptor soon
Sci/Tech,Hidden fault may contribute to Bay Area earthquake risk
Sports,"Marion Jones sues head of BALCO, challenges him to take lie &lt;b&gt;...&lt;/b&gt;"
Sports,It was him
World,Bin Laden points finger at Saudi regime
World,AP: Yushchenko Sure Gov #39;t Poisoned Him
World,Iraq #39;s election campaign underway
World,Japan OKs Visa for Ex-Taiwan President (AP)
Business,Goldman Sachs Quarterly Profit Up 23 Pct.
Business,Current Account Gap Widens to Record
Business,Airbus sees big demand for huge jets
Sci/Tech,iTunes Music Store Downloads Top 200 Million Songs
Sports,Sold down the river
World,Virus poses as Christmas e-mail
World,US airport security loses 'bomb'
World,Battalions go in troops shake-up
World,Fast lifts rise into record books
World,Ukrainian Government Blamed for Poisoning
Business,Symantec to Buy Veritas for \$13.5 Billion
Business,Yukos awaits US bankruptcy fate
Business,Update 1: Goldman Sachs Posts Higher 4Q Profit
Business,"FedEx Profit Jumps, Outlook Is Raised"
Business,Wheels of Justice Flatten Fannie
Business,Cendant Buys Two Leading Names in Travel Industry
World,Plans Under Way for Exiled Iraqis to Vote -IOM (Reuters)
Sports,"Panthers punter arrested for DWI, other charges"
World,Britons outpace their own government in aiding disaster victims (AFP)
World,EU expected to approve talks with Turkey
World,Mosque bombing mars beginning of election campaign
World,Barroso Urges Turkey to Go Extra Mile on EU Talks
World,Plans Under Way for Exiled Iraqis to Vote -IOM
Business,"FedEx profit jumps, outlook raised"
Sci/Tech,"Tunes Music Store Downloads Top 200 Million Songs, Apple Says"
Sci/Tech,"Now, show-off your solar panels"
Sports,Jones #39; lawyer claims Conte was rebuffed by track star
Sports,UEFA Delays Decision on Soccer Quotas Amid EU Legal Concern
Sports,Langer #39;s ice douses Shoaib #39;s fire
Sports,Destiny and title awaits Taylor
Sports,Dickau #39;s big shot lifts Hornets
Sports,Mistakes hinder Knicks in loss
World,UK government loses terror appeal
World,Scandal claims a tearful Blunkett
World,UN broadens its presence in Iraq
Business,Current Account Gap Widens to Record (Reuters)
Business,Symantec to Buy Veritas for \$13.5 Billion
Business,Goldman Profit Rises; Revenue Disappoints
Business,"Stocks Open Lower; Data, Goldman Weigh"
Business,Symantec will buy Veritas for \$13.5B
Business,Low US inventories of crude fuel price hike
Business,Update 2: Goldman Sachs Earnings Soar in 4Q
Business,FedEx #39;s 2Q Earnings Nearly Triple
Business,Cendant Acquires Two British Travel Cos.
Business,Westpac just gets stronger
Sci/Tech,Governor wants to ban sale of explicit video games to minors
Sci/Tech,Adobe smoothes kinks in Acrobat
Sci/Tech,Mars Science Laboratory
Sci/Tech,Sinister quake hazard may lurk beneath Mount Tam
Sports,India to play full-strength team
Sports,Soccer: Germany overwhelms Japan 3-0 in Asian football tour opener
World,Jakarta raises alert on terror attacks
World,Sudan #39;s Government Promises to Stop Darfur Offensive
Sci/Tech,Ill. Gov. Seeks Violent Video Game Ban (AP)
World,Hoon sparks fury with army regiment shake-up (AFP)
Sci/Tech,Uncertain Landscape Ahead for Copyright Protection (washingtonpost.com)
Sci/Tech,"NEC develops CD, DVD, HD-DVD drive prototype (MacCentral)"
World,US troops concluding storm relief operations in the Philippines (AFP)
Sci/Tech,Symantec Agrees to Buy Veritas Software (AP)
Sci/Tech,Quantum Astronomy: Knowability and Unknowability in the Universe (SPACE.com)
World,Italian President Vetoes Contested Justice Bill
World,"Saddam, Defense Lawyer Meet for 1st Time (AP)"
Business,Update 4: Symantec Agrees to Buy Veritas Software
Business,Google wins fight against Geico
Business,US-based Glamis Gold plans US\$3.4B takeover bid for Canada #39;s &lt;b&gt;...&lt;/b&gt;
Sci/Tech,New species of monkey found in India
Sci/Tech,Lawmaker Wants To Ban Sale Of Violent Video Games To Minors
Sports,UPDATE 1-Germany banish World Cup ghosts in Japan
World,British gov #39;t loses key case over terror suspects #39; detention
World,Demobilized Soldiers Take Over Aristide #39;s Home Near Port-au-Prince
Business,Today 121 articles about Russia appeared worldwide
Sci/Tech,Lifetime in Prison...  With no Evidence?
Business,Cendant to Acquire Gullivers Travel for \$1.1 Billion (Update3)
Business,J and J to buy US #39;s second-biggest heart device manufacturer
World,India faces criticism on tsunami
Business,Parmalat Announces Suits Against 45 Banks
Sci/Tech,Freebie to boost Powderfinger
Sports,Baseball rejects DC plan
World,"India's tsumani death toll jumps to 14,488 (Reuters)"
Sports,"Pacheco vs. Darchinyan: Finally, A Hidden Gem"
Sports,Chicago Bulls Team Report - December 16
Sports,Birmingham to sell Gronkjaer to Atletico Madrid
World,"Turkish PM eyes  #39;positive #39; EU move, but sticking points remain"
World,Britain Cannot Detain Terror Suspects Indefinitely: Court
World,Taliban deny hand in Turkish engineer #39;s murder
Sci/Tech,Virus poses as Christmas e-mail
Business,U.S. Current Account Deficit Hits Record (Reuters)
Business,Fannie Mae Shares Fall on Accounting Woes (Reuters)
Sci/Tech,Symantec to Buy Veritas for \$13.5 Billion
Business,U.S. Current Account Deficit Hits Record
Business,Fannie Mae Shares Fall on Accounting Woes
Business,Carnival Profit Cruises Up 43 Percent
Sci/Tech,E-Mail Program Lacks 'Wow' Factor
Business,"Rite Aid Post Loss, Cuts Outlook"
Sci/Tech,Missile team homes in on the Moon
Business,"New rival for Verizon, Cingular"
Business,Yukos files for bankruptcy
Business,UPDATE 1-Goldman Sachs 4th-quarter profit up 23 pct
Business,Stocks creep higher as investors weigh climbing oil against M amp;A &lt;b&gt;...&lt;/b&gt;
Business,Cendant to buy Gullivers for \$1.1B
Business,Johnson  amp; Johnson to Buy Guidant
Business,"PARMALAT: FT, BONDI WANTS 1 BLN DOLLARS FROM ITALIAN BANKS"
Sci/Tech,Ask Jeeves Introduces Yet Another Desktop Search Tool
Sci/Tech,iTunes Music Store downloads top 200 million songs
Sci/Tech,SAP launches security service
World,Iraq Considering Nominees for U.S. Ambassador (Reuters)
Sports,Panthers Punter Arrested on DWI Charge (AP)
Sports,Plan to limit foreigners mooted
Sports,Pistons get gift from Knicks
Sports,Cole pleads for Blues chance
World,Iraqi Militants Say They Shot Italian (AP)
World,Police arrest stationmaster after rail crash (Reuters)
Sports,Bode Miller Faces a Tough Challenge
Sports,Detroit Pistons Team Report - December 16
Business,Coming to America (to Die)
Business,Bush to tackle Social Security issues
Business,Google wins AdWords trade mark case
Business,Goldman reports quarterly earnings up 36
Business,Hershey Ups Wholesale Prices on Candy
Business,J amp;J to buy Guidant for \$25.4 billion
Business,"Clorox Boosts 2Q, Year Guidance on Gain"
Business,Fannie Mae delays note sale announcement to Friday
Business,Coke Enterprises Outlook Disappoints
Sci/Tech,Ask Jeeves Launches Desktop Search
Sci/Tech,Linux Poised for Takeoff
Sci/Tech,Yahoo! shows live traffic conditions
Sci/Tech,Indian Scientists Discover New Primate Species
Sci/Tech,"Nokia hologram to expose fake, unsafe batteries"
Sci/Tech,Nintendo Powers Up
Sci/Tech,Zafi worm causes email mayhem
Sports,UPDATE 1-Wenger fined for Old Trafford comments
Sports,Cropp Not Shaken by MLB #39;s Reaction
Sports,Kinnear resigns as Nottingham Forest manager
Sports,Three fans banned for racially abusing Yorke
Sports,Golden State Warriors Team Report - December 16
Sports,Soccer to become football in Australia
Sports,Bode Miller Faces a Tough Challenge
Sports,Ayoob to play football at Cal
Sports,Houston Rockets Team Report - December 16
World,Barroso Urges Turkey to Go Extra Mile on EU Talks
World,Alleged Bin Laden Tape Targets Saudi Rulers
World,Syria rejects US accusations of meddling in Iraqi affairs
World,Sudan will stop attacks if Darfur rebels do-official
World,Japan urged to repeal Lee visit
World,Abbas #39; own militants reject call to end intifida
World,NZ first in coastal security zone rule
Sports,Panthers Punter Sauerbrun Arrested for DWI (Reuters)
Sports,Source: New Warrants for NYRA Tracks (AP)
Sports,Panthers Punter Sauerbrun Arrested for DWI
World,Compensation for Pinochet Victims Approved (AP)
Business,ADVISORY: Levi Strauss Story Withdrawn (Reuters)
World,Iceland Offers Shelter to Fugitive Chess Player Fischer (Reuters)
World,Montreal man pleads guilty to arson in firebombing at Jewish school (Canadian Press)
Business,Symantec to Buy Veritas for \$13.5 Billion
Business,"FedEx Profit, Outlook Up, Stock Down"
Business,ADVISORY: Levi Strauss Story Withdrawn
Business,Parmalat sues 45 banks over crash
Business,Stormy year for property insurers
World,"UK Keeps Terror Suspects in Jail, Despite Judgement"
Business,Southwest Airlines Nears \$117 Million Deal for ATA
World,"Algeria Security Feared Behind 5,200 Deaths"
Business,Update 1: Moscow Court Bars Yukos Meeting
Business,Symantec Will Buy Veritas for \$13.5 Billion in Stock (Update4)
Business,"FedEx Profit, Outlook Up, Stock Down"
Business,Cendant Snags Another Travel Site
Business,"Noble to Buy Patina Oil for Cash, Stock"
Sci/Tech,Yahoo adds traffic information to map service
Sci/Tech,O2 and Nortel demo super-fast wireless broadband
Sports,Three English fans get five-year bans for racist taunting
World,US Intelligence Analyzing New Tape Attributed to bin Laden
World,Turkey urged to recognise Cyprus
Business,Another wireless hookup
Business,Time Warner to Pay \$510 Million to Settle AOL Charges with US &lt;b&gt;...&lt;/b&gt;
Business,Lawyers Clear Krispy Kreme of Wrongdoing
Business,J amp;J Sets Pace With \$25B Guidant Deal
Business,Cendant buying spree continues with \$1bn UK deal
Business,"Noble to Buy Patina Oil for Cash, Stock"
Sci/Tech,"P2P sites shut down, MPAA unleashes lawsuits worldwide"
Sci/Tech,Microsoft Acquires Anti-Spyware Leader GIANT Company
Sports,Australia claw back after Langer smacks 181
World,I sacrificed career for little boy #39;s sake
World,Iceland offers visa to chess wizard Bobby Fischer
World,China vows to further anti-terror ties with Pakistan
World,Australian security plan worries New Zealand:
World,UN troops surround Aristide #39;s former compound seized by ex &lt;b&gt;...&lt;/b&gt;
Business,Economic Data Triggers Huge Dollar Rally
World,Russia Duma election must stand
World,UK rejects North Sea fishing plan
World,Mystery Woman in Kerik Case: Nanny
Business,Star Alliance airlines may delay orders to hear more about Airbus &lt;b&gt;...&lt;/b&gt;
Business,CORRECTED - UPDATE 2-Krispy Kreme lawyers found no purposeful &lt;b&gt;...&lt;/b&gt;
Business,"Goldman #39;s Profit Rises 23 on Oil Trading, Mergers (Update2)"
Business,Noble to buy Patina Oil Gas for \$3.4bn
World,India 'delivers aid to islands'
Sci/Tech,Microsoft Purchases GIANT Company Software for Anti-Spyware &lt;b&gt;...&lt;/b&gt;
Sports,LEVEIN RELISHING DERBY CLASH
Sports,"Miller takes weekly honors with fifth, sixth wins"
Sports,Boston Celtics Team Report - December 16
World,Full Extent of Indonesia Disaster Slowly Revealed
World,EP Leaders Deliver Opinion: Let Negotiations Begin Without Delay
World,Japan Approves Visa for Ex-Taiwan Leader
World,Italian captive Santoro killed in Iraq
World,PM says his Chinese visit to strengthen close ties
World,Philips switches strategy pictures through flat screen disposal (AFP)
World,Congressman's New Job Is Top Drug Lobbyist (Los Angeles Times)
World,Gaza Plan May Bring Palestinian State-Sharon Aide
World,Bosnia Envoy Sacks Bosnia Serb Officials Over Hague
Business,Statement From Demos On The Last Fed Rate Hike of 2004
Sports,SEARCHING FOR A HOME?
Sports,Promoter Wants More MLB Games in P.R. (AP)
Business,Bed Bath   Beyond Debt-Free
Business,Bush Says Social Security Is a Top Priority
Business,Sprint-Nextel: First Marital Tiff
Business,Symantec in \$13bn Veritas merger
Business,Oil futures stabilize after sharp rise on cold North Hemisphere &lt;b&gt;...&lt;/b&gt;
Business,J amp;J Seals \$25.4 Bln Pact to Buy Guidant
Business,Cendant Corporation Acquires Gullivers Travel Associates And &lt;b&gt;...&lt;/b&gt;
Sci/Tech,Yahoo adds traffic information to maps service
Sci/Tech,Warner Inks Mobile-Phone Music Deal
Sci/Tech,IDC: Linux Market Will Surpass \$35 Billion by 2008
Sports,The two sides of Wenger
Sports,Kinnear resigns as Forest manager
Sports,Source: New Warrants for NYRA Tracks
Sports,"Mort: Coach keeps NFL door open, leery of full-time"
Sports,American Stewart back with Venlo
Sports,New York Knicks
Sports,Taylor wants  #39;meaningful #39; world title
World,Praise the lords
World,Blunkett #39;s sacrifice
World,Islamist group in Iraq claims killing of Italian hostage: TV
Sports,Midway Developing Mature-Rated Football Video Game (Reuters)
World,Gaza Plan May Bring Palestinian State-Sharon Aide (Reuters)
Business,Mid-Atlantic Factory Output Grows in Dec. (Reuters)
World,"Darfuris Fleeing Villages, Report Govt Attacks (Reuters)"
World,Sponsorship woes still dog Martin heading into new year (Canadian Press)
World,Miller to Honor Swift Boat Vets' Group (AP)
Business,Mid-Atlantic Factory Output Grows in Dec.
Business,"Blue Chips Rise; J J Up, Goldman Falls"
Business,CORRECTED: Symantec to Buy Veritas for \$13.5 Billion
Business,Southwest bids \$117M for ATA assets
Sci/Tech,Exchange That Funky Gift Card
Business,Goldman Sachs Fourth-Quarter Profit Rises
Business,Update 2: FedEx Earnings More Than Triple in Quarter
Sports,Francona kept Sox' snags sewn up
Sports,BCS still ranks as a failure
Sci/Tech,HP to Invest \$3 Billion in Itanium-Powered Servers
Sci/Tech,"Overall iPod sales surge, iPod photo demand mediocre"
Sci/Tech,SAP introduces security service
Sci/Tech,Enterprise Security Adobe Patches Acrobat Vulnerabilities
Sports,FA fines Wenger
Sports,Langer #39;s century saves Australia
Sports,Orgeron introduced as football coach at Ole Miss
World,Ahern and Blair hope to revitalise NI process
Business,Irish company hit by Iraqi report
Business,Yukos could still rescue its main asset with help from US judge
Business,Southwest Wins Chicago ATA Gate Bid
Sports,"Lions, Rogers OK six-year deal"
Sports,Ole Miss tabs Orgeron as head coach
Sports,Connors hopes to continue helping Brits
Business,HarperCollins' State of Bliss
World,Britain's Highest Court Overturns Anti-Terrorism Law
Business,UTC Agrees to Buy Kidde for \$2.8 Billion
Business,Skeptics Crash Symantec-Veritas Party
Business,Sprint-Nextel: First Marital Tiff
Business,Bush to reform Social Security
Business,Goldman Sachs - robust earnings growth for 4Q
Business,Update 1: Advance America Leads Busy Day for IPOs
Sci/Tech,New York Times runs Firefox ad
Sci/Tech,ICANN Proceeds with .job and .mobi
Sports,Uefa backs local talent
Sports,Wannstedt Decides Against Coaching at Pitt (AP)
World,Martin accuses Harper of political cowardice over gay marriage (Canadian Press)
Sports,Ole Miss Tabs Orgeron as Head Coach
World,Sharon Says Israel Could Coordinate Gaza Pullout
Sports,Wenger Punishment A Warning to Others
Sports,One old Guy gives Europe #39;s Xmas turkeys a stuffing
Sports,Wannstedt won #39;t pursue U. of Pittsburgh job
World,Two charged in hijacking bus; government tries to avoid backlash &lt;b&gt;...&lt;/b&gt;
Sports,Deeper knowledge
Business,J J Helps Boost Blue Chips
Business,Dollar Rallies on U.S. Economic Data
Business,"Surf   Talk at 35,000 Feet"
Business,ATA accepts Southwest Airline #39;s bid for Midway airport operations
Business,Goldman Net Rises 23; Shares Fall as Revenue Drops (Update5)
Business,Chocoholic beware: Prices going up
Business,Motorola Gets Nextel Contract Extension
Business,Noble Energy Expands Into Rockies and Mid-Continent With \$3.4 &lt;b&gt;...&lt;/b&gt;
Sci/Tech,Google to digitize some Harvard library holdings
Sci/Tech,New Monkey Species Found in India
Sci/Tech,Focus group: Kazaa will meet Napster #39;s fate
Sci/Tech,Spreading Like WildFirefox
Sci/Tech,Governor wants ban on sale of violent video games to minors
Sports,Wenger fined for Old Trafford comments
Sports,Back in the game
Sports,Ole Miss Contacts Erickson --  #39;It #39;s Something I Need to Look at #39;
Sports,Nigerian Debuts for Germany
World,Bin Laden tells followers to hit West #39;s oil supplies
World,US and poor nations in climate change face-off
World,Iceland offers Fischer shelter
World,Bethlehem's Paradise Hotel Opens Doors (AP)
Business,"Clorox Investors Cheer, Customers Sigh"
Sports,Patriots getting lined up for playoffs
Business,ATA likely to accept Southwest bid
Business,Motorola in 3-year contract extension with Nextel
Business,Survey Shows Lack of Confidence at FDA
Business,Noble Energy to buy Patina for \$3.4bn
World,Cuban M.D. Staying at Argentine Embassy
Sci/Tech,"Adobe Repairs Reader, Acrobat Flaws"
Sci/Tech,Apple releases Mac OS X 10.3.7 Update
Sci/Tech, #39;Critical #39; XP SP2 Update Fixes Windows Firewall Bug
Sports,Orgeron Introduced As Ole Miss Coach
World,Turkey #39;s Long Wait for EU Entry
World,Jazeera Says Iraq Militants Killed Italian Hostage
Sports,"Majerus Takes USC Job, With Docs' OK (AP)"
Business,Some FDA Staff Had Drug Safety Concerns-Survey
Sci/Tech,Microsoft Releases Desktop Search
Sci/Tech,Apple fixes Panther glitches
Business,Shoemaker Nike's Quarterly Earnings Rise (Reuters)
Business,Wal-Mart to Match Kettle Donations (AP)
Business,Symantec to Buy Veritas for \$13.5 Billion
Business,More questions than answers in Symantec/Veritas deal
Business,Yukos awaits US ruling on break-up order
Business,Time Warner in Proposed Settlement with SEC
Business,Google Wins GEICO Trademark Suit over Keywords
Business,Johnson  amp; Johnson to Buy Guidant for \$25.4B
Business,Nike 2Q Profit Rises 46 Percent
Business,US Airways Reaches Flight Attendant Deal
Business,Mortgage Rates Dip This Week
Business,Noble Energy to Buy Patina for \$2.76 B
Business,Fannie Mae Pays the Price of Cutting Corners to Look Safe
Business,Russ Berrie Buys Private Bedding Firm
Business,U.S. Current Account Gap Widens
Sci/Tech,Googles virtual library signals communications revolution &lt;b&gt;...&lt;/b&gt;
Sci/Tech,Microsoft to offer anti-Spyware in January
Sci/Tech,HP Extends Server Leadership
Sci/Tech,Illinois Governor Wants Ban on Graphic Video Games
Sci/Tech,Zafi worm proves a holiday pest
Sci/Tech,Water and robots on Mars chosen as tops in 2004 by  #39;Science #39;
Sci/Tech,New species of monkey discovered in Arunachal
Sci/Tech,Adobe Fixes Multiple Flaws
Sci/Tech,IBM Accelerates Grid-Computing Efforts For ISVs
Sci/Tech,Personal Solar Panels Could Help Power Mobile Devices
Sci/Tech,Melodeo Lands Cell-Phone Music Deals
Sci/Tech,Linux To Ring Up \$35 Billion By 2008
Sci/Tech,AMD Will Have An Edge Over Intel Through 2005
Sci/Tech,The browsers war: Firefox vs Internet Expl
Sports,Jones Sues Accuser for Slander
Sports,Wenger fined for his wicked tongue; will not appeal
Sports,"Langer eyes double, Australia to push for 400"
Sports,Mariners reportedly land Beltre
Sports,Washington mayor to push change in baseball bill
Sports,Farjestad pounds Worldstars
Sports,White Sox and Uribe agree to terms
Sports,Mets challenge intrigues Martinez
Sports,Coach had stent inserted Wednesday
Sports,"Houston #39;s Yao, Miami #39;s O #39;Neal lead early NBA all-star fan &lt;b&gt;...&lt;/b&gt;"
Sports,In Fox they trust: Panthers lean on coach to turn around 1-7 start
World,Saudi forces thwart protest march
World,Iraq trials  #39;should be after poll #39;
Business,Nike trounces forecasts
Business,Fire At UPS Hub Still Under Investigation
Sci/Tech,Singing the iPod blues
Business,"Blue Chips Close Up, Goldman Drags on S P"
Business,Oil Holds Big Gains on U.S. Fuel Concerns
Business,Blockbuster Up on Hollywood Video Talk
Business,Accounting Board Rules Options  Be Expensed
Business,Court Approves US Airways Agreements With GE
Business,'Bin Laden' tape urges oil attack
Sports,Smoltz OKs New Two-Year Deal With Braves (AP)
Sports,"Jets, Seahawks Both Face Must-Win Game (AP)"
Sports,Moore Leaps to Great Heights for Ravens (AP)
Sports,White Sox Sign Infielder Juan Uribe (AP)
Business,A Big Beat for CardioDynamics
Sports,Washington Mayor to Push Change in Baseball Bill
Sports,"Atlanta Braves, Smoltz Agree to New Deal"
Sports,Mississippi State Extends Croom Contract
Sports,Solich Takes Over at Ohio University
Sports,European round-up
Sports,Real abandoned after bomb threat
Sports,Stadium evacuated after bomb threat
Sports,Bomb threat mars Real Madrid game
Sports,Klitschko destroys Williams!
Sports,Klitschko targets political fight next
Sports,Klitschko retains title
Sports,Klitschko retains title
Sports,Monty on Target to getting out of the Woods in singular style
World,Explosion rips Israeli base at Gaza-Egypt crossing; 4 Israeli &lt;b&gt;...&lt;/b&gt;
World,Israel #39;s Labour in talks on coalition
World, #39;Bin Laden #39; tape urges oil attack
World,Terror Warning Against Travel to Indonesia
Business,Shoemaker Nike's Quarterly Earnings Rise
Business,Gartner issues 10 CIO resolutions for 2005
Business,Summary Box: Symantec Snaps Up Veritas
Business,World crude oil market slips as supply fears ease
Business,Update 1: AirAsia Opts for Airbus Aircraft
Business,"UPDATE 1-US Airways, flight attendants in concession deal"
Business,SEC Advises Fannie Mae to Restate Earnings
Sports,Stuck in a Rundown
Sports,Hudson Sent to Braves
Sports,Cropp Has Bad Timing
Sports,Wenger fined and reprimanded for Man United comments
Sports,Langer outplays pace barrage
Sports,Demands of Tyneside showing on Souness
Sports,World Stars lose 6-1 to Swedish Elite League club
Sports,Fox has winning formula for Panthers
World,Australians head to Indonesia
Sci/Tech,Desktop Search wars heat up
Sci/Tech,HP Ships Itanium Team to Intel
Business,Two Fidelity Employees Let Go Over Gifts
Sci/Tech,Apple Sells 200 Million Songs on ITunes
Sci/Tech,Science Magazine Names Mars Discovery Breakthrough of the Year
Sci/Tech,Kazaa could have bugs
Sci/Tech,IBM Unleashes New RFID Middleware
Sci/Tech,An all-new power walk
Sci/Tech,AMD: Feeling chipper
World,Families Try to ID Argentina Fire Victims
Business,Oil price rise a cloud on Wall Street #39;s happiness on results
Business,Fannie Mae ordered to restate earnings
Sci/Tech,Google Virtual-Library Agreement Is Important First Step
Sci/Tech,Weighing The Desktop Search Pros And Cons
Sci/Tech,Sony #39;s PSP draws queues on 1st day
Sci/Tech,Microsoft acquires antispyware vendor Giant
Sci/Tech,NASA chief applies for job as chancellor of Louisiana State &lt;b&gt;...&lt;/b&gt;
Sci/Tech,NASA Chief Applies for Job at LSU
Sci/Tech,NASA Chief O #39;Keefe May Be Quitting
Sci/Tech,"Illinois Governor Wants To Keep  #39;GTA, #39;  #39;Halo 2 #39; Out Of Kids #39; Hands"
Sci/Tech,Adobe pulls Acrobat 6.03 update
Sports,Worldstars routed
Sports,Uefa Cup Thursday Preview
World,Mystery  #39;British Charity #39; Worker Executed in Iraq
Business,No Static Expected in Sprint-Nextel Deal
Business,New rule: Firms must expense options
Sci/Tech,Rover Finds More Signs of Water in Mars #39; Past
Sci/Tech,IBM adds RFID capabilities to WebSphere products
Sci/Tech,ICANN Stands To Reap Windfall from New Domain Fee
Sci/Tech,Postal Service Trying to Stay Competitive (AP)
Sci/Tech,Report: Linux Market Poised for Takeoff (NewsFactor)
World,Many Now Worry AIDS Drug Will Be Halted (AP)
Sci/Tech,Adobe 4Q Earnings Surge 36 Percent (AP)
Sci/Tech,IBM offers developers modeling transition tool (InfoWorld)
World,"Myanmar junta putting Aung San Suu Kyi's health, safety at risk: opposition (AFP)"
Sci/Tech,Apple Sells 200 Million Songs on ITunes (Reuters)
Sci/Tech,"EU Wants More Mandatory Emissions Cuts, U.S. Opposed (Reuters)"
Sci/Tech,Chrysler Sees Big Savings from New Engine Venture (Reuters)
Sci/Tech,Some States Split With Bush on Emissions (AP)
Sci/Tech,AP: Astronaut Says Space Shuttle Safer (AP)
World,Abbas Says Any Gaza Talks Must Follow 'Road Map'
Sci/Tech,"Water, Robots on Mars Get Top 2004 Honors (AP)"
World,"Ukraine in Crisis, Could Face Disaster, PM Says"
Sci/Tech,Big Crab Catch Sparks Overfishing Worries (AP)
World,"Saddam Sees Lawyer, Forces Deployed to Kerbala"
World,Women in China finally making a great leap forward
World,EU-Turkey talks set for October
World,Russia to release massacre files
Business,"Leapfrog withdraws  #39;04 outlook, gives no estimates"
Sci/Tech,Illinois seeks game ban
Sci/Tech,Zigbee (Almost) Arrives
Sci/Tech,Cisco to Open Tokyo Research Center
Sports,"Magpies top UEFA group, Hearts out"
Sports,Report: Mariners sign 3B Beltre to five-year deal
Sports,Twins sign veteran Mulholland to minor league deal
Sports,Connors to team up with McEnroe at BBC and LTA
Sports,Beltre Agrees to  #36;64M Deal With Mariners (AP)
World,Sharon Expresses Optimism for Upcoming Year
World,EU Agrees to Start Membership Talks With Turkey
World,Colombia Sentences Irishmen for Rebel Aid
World,Cuban M.D. Staying at Argentine Embassy
Business,Higher oil pricing may be in store from OPEC
Sci/Tech,Symantec in \$13bn Veritas merger
Sci/Tech,Missile team targets the Moon
Sci/Tech,New Grand Theft Auto Video Game Heads to Xbox
Sci/Tech,Digital Cameras Sales to Hit \$24 Billion in 2004
Sci/Tech,Mexico Warms Up to Voice Over Internet Service
Sci/Tech,Apple Sells 200 Million Songs on ITunes
Sci/Tech,iPod: The Gift That Keeps on Going
Sci/Tech,"For Nextel, Merger Is Time Of Trepidation"
Sci/Tech,BearingPoint Gets Subpoena in California
Sci/Tech,Holiday Travel Tips for Stress-Free Flying
Business,Sprint: Nextel #39;s Savior
Business,Telstra Plans to Begin Cutting Middle Managers Next Year
Sci/Tech,But eye in the sky tracks pollution
Sports,Pirates acquire Santiago from Royals
Sports,Smith Hints He Wants to Play Another Year (AP)
Sports,Lack of Courtesy From ADs Miffs Osborne (AP)
Sports,Hudson Traded to Braves
Business,"ABN AMRO to cut 4,000 jobs in restructuring"
Sci/Tech,Microsoft Buys Anti-Spyware Company
Sci/Tech,iTunes hits 200 million download mark
World,"Turn on the charm if you want to woo Europeans, Turkey told"
World, #39;Osama #39; tape tells Saudis: prepare for coup
World,CIA confident that voice on tape is Bin Laden
World,Pakistan ratifies Kyoto Protocol
World,Iraq political launch marred
Sports,Pirates Finish Santiago Trade With Royals (AP)
Business,Dow Ends Up on J J Deal
Business,Symantec shares skid on deal
Business,Yukos CFO tells court of threats
Business,AirAsia choses Airbus over Boeing
Business,Briefs: Southwest has top bid for ATA
Business,Parmalat is suing 45 more banks
Sci/Tech,Governor Take Action On Video Games
Sports,Wenger fined for  #39;cheat #39; jibe
Sports,Beltre leaving LA for Seattle
Sports,Mulholland signed by Twins
Sports,Parma hits back to keep Italian hopes alive
Sports,Osborne upset about athletic directors not calling back
Sports,Vaughan plans verbal assault as England go in search of records
World,Annan Tells Powell UN Will Aid Iraq Vote
World,14 arrested for anti-government rallies in Jeddah and Riyadh
World,Colombian jail for Irish trio in IRA terror case
World,Microsoft Wants to Resume Talks With EU (AP)
World,Schoolgirl killer Homolka could quietly slip into any town in Canada: top cop (Canadian Press)
World,UN troops surround Aristide house
Business,Rules Change Requires Apple to Expense Options
Sci/Tech,Apple breeze past the 200 Million iTunes mark
Sports,Midway sending an all-out Blitz
World,"At summit, a deal on membership talks"
World,"21 Neapli troops, 41 rebels killed"
Sports,Fox Sports Net to Televise AFL Games (AP)
Business,"Dutch bank to lay off 2,850 staff"
Sci/Tech,Space Station Crew Told To Cut Back on Food
Sports,Royals trade Santiago to Pirates ahead of deal for Marrero
Business,US bankruptcy judge promises Yukos ruling this week
Business,Stock option expensing required next year
Sci/Tech,HP bullish on Itanium #39;s future
Sci/Tech,New species of monkey described
Sci/Tech,Customers Not Confident Of Oracle-PeopleSoft Integration &lt;b&gt;...&lt;/b&gt;
Sports,Bucks place Strickland on injured list
Sports,"Heath: Check the oven, Cowboys are done"
World,Turkish PM eyes last-minute compromise on Cyprus
World,SADDAM MEETS LAWYER FOR FIRST TIME
Sports,Sportsview: Selig   Co. Hear 'Chin-Music' (AP)
World,Many Now Worry AIDS Drug Will Be Halted (AP)
Business,Boobirds Batter Symantec-Veritas
Business,"Continental cuts \$22 mln more in wages, benefits"
Sports,Birminghams Gronkjaer going to Spain
Sports,Germany score easy win over Japan
World,Blair holds key as EU opens door to Turkey
World,Bin Laden tape put online
World,Iraqi militants claim Italian aid worker was murdered as a  #39; &lt;b&gt;...&lt;/b&gt;
