,split,source_language,target_language
10983,train,you 're perfectly right .,tu as parfaitement raison .
10984,train,you 're unforgettable .,vous êtes inoubliables .
10985,train,you 're the most beautiful woman in the world .,tu es la femme la plus belle au monde .
10986,train,you 're stuck .,t'es plantée .
10987,train,you 're not very funny .,vous n'êtes pas très amusantes .
10988,train,"you 're lying , are n't you ?","vous mentez , n'est-ce pas ?"
10989,train,you 're the only one who can do it .,nul autre que toi ne peut le faire .
10990,train,you 're really incredible .,tu es vraiment incroyable .
10991,train,you 're pretty .,tu es jolie .
10992,train,you 're no saint .,vous n'êtes pas un saint .
10993,train,you 're funny .,t'es marrant .
10994,train,you 're very funny .,tu es très marrant .
10995,train,you 're very open .,tu es très ouverte .
10996,train,you 're early .,tu es matinale .
10997,train,you 're free to leave now .,tu est libre de partir maintenant .
10998,train,you 're the scapegoat .,tu es le bouc émissaire .
10999,train,"you 're not tired , are you ?","vous n'êtes pas fatiguées , si ?"
11000,train,you 're the teacher .,c'est toi le professeur .
11001,train,you 're still young .,tu es encore jeune .
11002,train,you 're out of order .,tu es hors-service .
11003,train,you 're the teacher .,tu es l'enseignant .
11004,train,you 're never going to believe what happened today .,tu ne vas jamais croire ce qui est arrivé aujourd'hui .
11005,train,you 're so predictable .,tu es tellement prévisible !
11006,train,you 're very rude .,tu es très grossier .
11007,train,you 're cool .,t'es sympa .
11008,train,you 're cantankerous .,vous êtes acariâtre .
11009,train,you 're going to die .,tu vas mourir .
11010,train,"you 're feeling very sleepy , are n't you ?","tu as très sommeil , non ?"
11011,train,you 're ruthless .,tu es sans pitié .
11012,train,you 're too hard on yourself .,vous êtes trop dure avec vous .
11013,train,you 're out of control .,tu es hors de contrôle .
11014,train,you 're a liar .,tu es une menteuse .
11015,train,you 're taller than me .,tu es plus grand que moi .
11016,train,you 're all racists .,vous êtes tous des racistes .
11017,train,you 're doing the right thing .,tu fais la bonne chose .
11018,train,you 're so cute together .,vous êtes si mignons ensemble .
11019,train,you 're fashionable .,vous êtes branchés .
11020,train,you 're so mean .,vous êtes si méchante .
11021,train,"you 're not suggesting tom could have done it , are you ?","tu n'es pas en train de suggérer que tom aurait pu le faire , non ?"
11022,train,you 're really gorgeous .,tu es vraiment magnifique .
11023,train,you 're kidding !,vous plaisantez !
11024,train,you 're ambitious .,vous êtes ambitieux .
11025,train,you 're very forward .,vous êtes fort effrontés .
11026,train,you 're not good at this .,ça ne te réussit pas .
11027,train,you 're the one who trained me .,vous êtes celui qui m ' a formé .
11028,train,you 're driving me nuts .,tu me rends dingue .
11029,train,you 're productive .,vous êtes productives .
11030,train,you 're not bad .,tu n'es pas mal .
11031,train,"you 're afraid that i 'm right , are n't you ?","vous avez peur que j'aie raison , n'est-ce pas ?"
11032,train,you 're forgetful .,tu es distraite .
11033,train,you 're too trusting .,vous êtes trop confiantes .
11034,train,you 're very busy .,tu es très occupée .
11035,train,you 're very curious .,tu es fort curieux .
11036,train,you 're such a flirt .,tu es un de ces dragueurs !
11037,train,you 're not allowed to eat those .,tu n'es pas autorisée à manger ceux-là .
11038,train,you 're a liar .,tu es un menteur .
11039,train,you 're bright .,vous êtes brillant .
11040,train,you 're not cooperating .,vous ne coopérez pas .
11041,train,you 're a little liar .,tu es un petit menteur .
11042,train,you 're very sophisticated .,tu es fort élégant .
11043,train,you 're silly .,vous êtes idiots .
11044,train,you 're mistaken . that 's not what i said .,tu te trompes . ce n'est pas ce que j'ai dit .
11045,train,you 're through .,vous en avez fini .
11046,train,you 're tough .,vous êtes durs .
11047,train,you 're going to regret this .,vous allez le regretter .
11048,train,you 're very tall .,vous êtes très grandes .
11049,train,you 're awesome .,tu es géniale .
11050,train,you 're naive .,tu es naïf .
11051,train,"you 're one of them , are n't you ?","tu es l'une d'elles , n'est-ce pas ?"
11052,train,you 're the leader .,tu es la chef .
11053,train,you 're really selfish .,tu es vraiment égoïste .
11054,train,"you 're not that old , tom .","vous n'êtes pas si vieux , tom ."
11055,train,you 're a wonderful woman .,tu es une femme formidable !
11056,train,you 're very busy .,vous êtes très occupés .
11057,train,you 're courteous .,vous êtes courtoise .
11058,train,you 're free of all responsibility .,vous êtes libérées de toute responsabilité .
11059,train,you 're sneaky .,vous êtes sournoise .
11060,train,you 're unbelievably stupid .,vous êtes incroyablement stupide .
11061,train,you 're tough .,vous êtes dures .
11062,train,you 're very astute .,tu es très astucieux .
11063,train,you 're a funny guy .,t'es un gars marrant .
11064,train,you 're very open .,vous êtes très ouverts .
11065,train,you 're so sweet .,vous êtes tellement gentil !
11066,train,you 're all racists .,vous êtes toutes des racistes .
11067,train,you 're back late . what have you been up to ?,tu es en retard . qu'as-tu fait ?
11068,train,you 're fortunate .,tu es chanceux .
11069,train,you 're probably tired .,vous êtes probablement fatigués .
11070,train,you 're free .,vous êtes libres .
11071,train,"you 're disappointed , are n't you ?","vous êtes déçue , n'est-ce pas ?"
11072,train,you 're all alone .,tu es toute seule .
11073,train,you 're losing .,vous êtes en train de perdre .
11074,train,you 're required to help them .,on attend de vous que vous les aidiez .
11075,train,you 're too clever for your own good .,vous êtes trop intelligent pour votre sécurité .
11076,train,you 're not allowed to eat those .,vous n'êtes pas autorisées à manger ceux-ci .
11077,train,you 're blushing .,tu rougis !
11078,train,you 're all done .,vous êtes tous finis .
11079,train,you 're running a big risk in trusting him .,tu prends un risque important en lui faisant confiance .
11080,train,you 're the laziest person i know .,vous êtes la personne la plus paresseuse que je connaisse .
11081,train,you 're a very lucky man .,vous avez vraiment de la chance .
11082,train,you 're such an idiot !,quelle idiote vous êtes !
11083,train,you 're probably tired after such a long flight .,tu es probablement fatiguée après un vol aussi long .
11084,train,you 're winning .,vous l'emportez .
11085,train,you 're the sweetest .,vous êtes la plus mignonne .
11086,train,you 're creative .,vous êtes créatifs .
11087,train,you 're fortunate .,vous êtes chanceux .
11088,train,you 're not fit .,vous n'êtes pas en forme .
11089,train,you 're early .,vous êtes en avance .
11090,train,you 're not listening !,tu n'écoutes pas !
11091,train,you 're too young to remember the nineties .,tu es trop jeune pour te rappeler les années quatre-vingt-dix .
11092,train,you 're still growing .,tu es encore en train de grandir .
11093,train,you 're very brave .,vous êtes très brave .
11094,train,you 're a good journalist .,vous êtes un bon journaliste .
11095,train,you 're too tense .,vous êtes trop tendues .
11096,train,you 're overworked .,vous êtes surmenées .
11097,train,you 're probably too young to understand what is likely to happen next .,tu es probablement trop jeune pour comprendre ce qui va sans doute se produire ensuite .
11098,train,you 're not allowed to eat those .,vous n'êtes pas autorisés à manger ceux-ci .
11099,train,you 're articulate .,vous vous exprimez bien .
11100,train,you 're being very unfair to me .,tu deviens très injuste envers moi .
11101,train,you 're psyched .,t'es remonté .
11102,train,you 're all hypocritical .,vous êtes tous hypocrites .
11103,train,you 're really selfish .,vous êtes vraiment égoïstes .
11104,train,you 're the greatest .,tu es le meilleur .
11105,train,you 're the one who trained me .,vous êtes celle qui m ' a entraînée .
11106,train,you 're my princess .,vous êtes ma princesse .
11107,train,you 're a nervous wreck .,vous êtes nerveusement usée .
11108,train,you 're so bossy .,tu es tellement autoritaire !
11109,train,you 're faithful .,vous êtes fidèles .
11110,train,you 're taller than me .,vous êtes plus grand que moi .
11111,train,you 're very rude .,vous êtes fort grossier .
11112,train,you 're full of surprises .,vous êtes plein de surprises .
11113,train,you 're invited .,tu es invitée .
11114,train,you 're making a big mistake .,tu commets une grosse erreur .
11115,train,you 're not allowed to park here .,vous n'êtes pas autorisé à vous garer ici .
11116,train,you 're ambitious .,tu es ambitieux .
11117,train,you 're not safe here .,"vous n'êtes pas en sécurité , ici ."
11118,train,you 're resilient .,vous êtes tenaces .
11119,train,you 're no fun .,vous n'êtes pas drôle .
11120,train,you 're adorable .,vous êtes adorables .
11121,train,"you 're worried , are n't you ?","vous êtes inquiète , n'est-ce pas ?"
11122,train,you 're very skeptical .,vous êtes très sceptiques .
11123,train,you 're very rude .,tu es fort grossière .
11124,train,you 're the master .,c'est toi la maîtresse .
11125,train,you 're off the hook .,tu es tiré d'affaire .
11126,train,you 're no help .,tu n'es d'aucune aide .
11127,train,you 're the only one for me now .,vous êtes le seul désormais pour moi .
11128,train,you 're disobeying orders .,vous désobéissez aux ordres .
11129,train,you 're all happy .,vous êtes toutes heureuses .
11130,train,you 're crafty .,vous êtes rusées .
11131,train,you 're stalling .,vous temporisez .
11132,train,you 're not dead .,tu n'es pas mort .
11133,train,you 're very efficient .,vous êtes fort efficace .
11134,train,you 're the only person i know besides me who really understands this problem .,vous êtes la seule personne que je connaisse à part moi qui comprenne réellement ce problème .
11135,train,you 're imagining things .,tu imagines des choses .
11136,train,you 're the leader .,c'est toi la chef .
11137,train,you 're very clever .,vous êtes très ingénieux .
11138,train,you 're not supposed to be in here .,vous n'êtes pas censé être là-dedans .
11139,train,you 're much prettier than i remember .,tu es bien plus jolie que dans mon souvenir .
11140,train,you 're opportunistic .,tu es une opportuniste .
11141,train,"you 're not one of them , are you ?","vous n'êtes pas des leurs , si ?"
11142,train,you 're out of booze .,t'es à sec .
11143,train,you 're fearless .,vous êtes intrépides .
11144,train,you 're a nervous wreck .,vous êtes nerveusement usé .
11145,train,you 're spoiling the mood .,vous gâchez l'atmosphère .
11146,train,you 're smarter than me .,vous êtes plus intelligentes que moi .
11147,train,you 're conscientious .,vous êtes consciencieuse .
11148,train,you 're arrogant .,vous êtes arrogant .
11149,train,you 're very astute .,vous êtes fort astucieuses .
11150,train,you 're the most important person in my life .,tu es la personne la plus importante dans ma vie .
11151,train,you 're the one who trained me .,tu es celui qui m ' a entraîné .
11152,train,you 're a wonderful guy .,tu es une personne merveilleuse .
11153,train,you 're so beautiful in that dress .,tu es tellement belle dans cette robe !
11154,train,you 're very busy .,tu es fort occupée .
11155,train,you 're such a cute boy .,tu es un garçon tellement mignon !
11156,train,you 're all alone .,vous êtes tout seul .
11157,train,you 're the oldest .,tu es le doyen .
11158,train,you 're too old for me .,vous êtes trop vieux pour moi .
11159,train,you 're greedy .,vous êtes avides .
11160,train,you 're clever .,vous êtes malins .
11161,train,you 're safe .,tu es en sécurité .
11162,train,you 're being paranoid .,vous êtes paranoïaques .
11163,train,you 're unfair .,tu es injuste .
11164,train,you 're such a liar .,quel menteur vous faites !
11165,train,you 're going to have to do better to convince me of that .,il vous faudra vous démener davantage pour m'en convaincre .
11166,train,you 're taller than me .,vous êtes plus grands que moi .
11167,train,you 're not allowed in here .,vous n'êtes pas autorisé à pénétrer ici .
11168,train,you 're very good .,vous êtes très bon .
11169,train,you 're very open .,vous êtes très ouverte .
11170,train,you 're sick !,tu es malade !
11171,train,you 're very timid .,tu es fort craintif .
11172,train,you 're never at home .,tu n'es jamais chez toi .
11173,train,you 're faithful .,vous êtes fidèle .
11174,train,you 're not helping much .,tu n'aides pas beaucoup .
11175,train,you 're not a millionaire .,vous n'êtes pas millionnaire .
11176,train,you 're not the only one that was hurt .,tu n'es pas la seule à avoir été blessée .
11177,train,you 're very sophisticated .,vous êtes fort raffinés .
11178,train,you 're forgetful .,tu es oublieuse .
11179,train,you 're the most beautiful woman i 've ever held in my arms .,vous êtes la plus belle femme que j'ai jamais tenue dans mes bras .
11180,train,you 're the one who planted that tree .,vous êtes celle qui a planté cet arbre .
11181,train,you 're the tallest person here .,tu es la personne la plus grande ici .
11182,train,you 're not the only one with this problem .,vous n'êtes pas les seuls avec ce problème .
11183,train,you 're a wonderful friend .,vous êtes un merveilleux ami .
11184,train,you 're not allowed to park here .,vous n'êtes pas autorisée à vous garer ici .
11185,train,"you 're not suggesting tom could have done it , are you ?","tu ne suggères pas que tom aurait pu le faire , non ?"
11186,train,you 're so impatient .,vous êtes tellement impatients .
11187,train,you 're conscientious .,tu es consciencieuse .
11188,train,you 're the leader .,c'est vous la chef .
11189,train,you 're working hard .,tu travailles dur .
11190,train,you 're reliable .,tu es fiable .
11191,train,you 're free to go .,t'es libre de t'en aller .
11192,train,you 're over-analyzing .,vous analysez trop .
11193,train,you 're forgiven .,tu es pardonnée .
11194,train,you 're wasting both of our time .,tu gaspilles notre temps à tous les deux .
11195,train,you 're courteous .,vous êtes courtoises .
11196,train,you 're the only person i can trust .,tu es la seule personne en qui j'ai confiance .
11197,train,you 're incorrigible .,tu es incorrigible .
11198,train,you 're making a big mistake .,vous commettez une grosse erreur .
11199,train,"you 're done working , are n't you ?","tu as fini de travailler , non ?"
11200,train,you 're very generous .,tu es fort généreux .
11201,train,you 're very stylish .,tu es très élégante .
11202,train,you 're so mean .,tu es si méchant .
11203,train,you 're not too late .,vous n'êtes pas trop en retard .
11204,train,you 're not as smart as me .,tu n'es pas aussi malin que moi .
11205,train,you 're a terrible person .,vous êtes une personne exécrable .
11206,train,you 're not wearing any pants .,tu ne portes aucun pantalon .
11207,train,you 're the only person i know that likes getting up early in the morning .,vous êtes la seule personne que je connaisse qui aime se lever tôt le matin .
11208,train,you 're not going fast enough .,vous n'allez pas assez vite .
11209,train,you 're more beautiful now than the day i first met you .,"tu es plus belle , maintenant , que le jour où je t'ai rencontrée pour la première fois ."
11210,train,you 're on the right track .,tu es sur la bonne pente .
11211,train,you 're skinny .,tu es maigrichonne .
11212,train,you 're no doctor .,tu n'es pas médecin .
11213,train,you 're winning .,tu l'emportes .
11214,train,you 're very lonely .,vous êtes fort solitaires .
11215,train,you 're free of all responsibility .,tu es libéré de toute responsabilité .
11216,train,you 're out of booze .,vous êtes à sec .
11217,train,you 're the most beautiful woman i 've ever seen .,vous êtes la plus belle femme qu'il m'ait été donné de voir .
11218,train,you 're not as smart as me .,t'es pas aussi malin que moi .
11219,train,you 're very understanding .,vous êtes très compréhensifs .
11220,train,you 're the one i 've been waiting for .,tu es celui que j'attendais .
11221,train,you 're preaching to the choir .,tu prêches une convaincue .
11222,train,you 're very wise .,vous êtes très avisée .
11223,train,you 're very rude .,vous êtes très grossiers .
11224,train,you 're half right .,tu as à moitié raison .
11225,train,you 're so sweet .,vous êtes tellement gentilles !
11226,train,you 're so pathetic .,vous êtes si pathétique .
11227,train,you 're very angry .,tu es fort en colère .
11228,train,you 're in luck .,vous êtes veinard .
11229,train,you 're very stylish .,vous êtes très élégantes .
11230,train,you 're kind of cute when you 're mad .,tu es assez mignon quand tu es en colère .
11231,train,you 're doing an excellent job .,tu fais un boulot excellent .
11232,train,you 're not my girlfriend .,tu n'es pas ma copine .
11233,train,you 're too stupid to live .,tu es trop stupide pour vivre .
11234,train,you 're very brave .,vous êtes très braves .
11235,train,you 're not a teenager yet .,tu n'es pas encore adolescent .
11236,train,you 're wrong again .,vous avez à nouveau tort .
11237,train,you 're a bad liar .,tu mens mal .
11238,train,you 're no friend of mine .,vous n'êtes pas de mes amis .
11239,train,you 're talented .,vous êtes talentueux .
11240,train,you 're always criticizing me !,tu me critiques tout le temps !
11241,train,you 're preaching to the choir .,tu prêches des convaincus .
11242,train,you 're missing the point .,vous passez à côté .
11243,train,you 're funny .,vous êtes marrant .
11244,train,you 're smashed .,t'es bourré .
11245,train,you 're unambitious .,vous êtes dépourvu d'ambition .
11246,train,you 're very wise .,tu es fort avisée .
11247,train,you 're the pro .,c'est vous le professionnel .
11248,train,you 're a jolly good feller .,t'es un joyeux drille .
11249,train,you 're restless .,tu es agitée .
11250,train,you 're not responsible for what happened .,vous n'êtes pas responsable de ce qui s'est passé .
11251,train,you 're not safe there .,tu n ' y es pas en sécurité .
11252,train,you 're not helping .,tu n'aides pas .
11253,train,"you 're not ready yet , are you ?","tu n'es pas encore prête , n'est-ce pas ?"
11254,train,you 're assertive .,tu te fais comprendre .
11255,train,"you 're scared of being hurt , are n't you ?","tu as peur d'avoir mal , n'est-ce pas ?"
11256,train,you 're not that interesting .,tu n'es pas si intéressante .
11257,train,you 're all alone .,tu es tout seul .
11258,train,you 're under investigation .,tu fais l'objet d'une enquête .
11259,train,you 're resourceful .,tu es plein de ressources .
11260,train,you 're very understanding .,tu es fort compréhensif .
11261,train,you 're very upset .,vous êtes fort contrariées .
11262,train,you 're very sophisticated .,vous êtes fort élégante .
11263,train,you 're a bad liar .,vous mentez mal .
11264,train,you 're lucky that you have a job .,vous êtes chanceux d'avoir un travail .
11265,train,you 're not allowed to eat those .,vous n'êtes pas autorisé à manger ceux-là .
11266,train,you 're not fired .,vous n'êtes pas viré .
11267,train,you 're are n't one of us .,vous n'êtes pas l'un des nôtres .
11268,train,you 're all i 've got .,tu es tout ce que j'ai .
11269,train,you 're very timid .,vous êtes très peureuse .
11270,train,you 're still alive .,vous êtes toujours vivante .
11271,train,you 're very sophisticated .,vous êtes fort raffiné .
11272,train,you 're amusing .,tu me fais marrer .
11273,train,"you 're right , i think .",je pense que vous avez raison .
11274,train,you 're the most beautiful girl in the world .,tu es la plus belle fille du monde .
11275,train,you 're very understanding .,vous êtes très compréhensif .
11276,train,you 're all happy .,vous êtes toutes contentes .
11277,train,you 're very intelligent .,vous êtes très intelligents .
11278,train,you 're crafty .,tu es astucieuse .
11279,train,you 're confused .,tu es confus .
11280,train,you 're too suspicious about everything .,vous êtes trop suspicieux de tout .
11281,train,you 're an idiot .,tu es un idiot .
11282,train,"you 're germans , are n't you ?","vous êtes allemands , n'est-ce pas ?"
11283,train,you 're lucky you did n't die .,vous avez de la chance de ne pas être mort .
11284,train,you 're all insane .,vous êtes toutes malades .
11285,train,you 're one savvy negotiator .,vous êtes un négociateur avisé .
11286,train,you 're restless .,tu es agité .
11287,train,you 're the oldest .,vous êtes le doyen .
11288,train,you 're ambitious .,vous êtes ambitieuses .
11289,train,"you 're worried , are n't you ?","tu es inquiète , pas vrai ?"
11290,train,you 're a nervous wreck .,tu es nerveusement usé .
11291,train,you 're here early .,tu viens tôt .
11292,train,you 're not the first .,vous n'êtes pas le premier .
11293,train,you 're fascinating .,vous êtes fascinants .
11294,train,you 're the girl of my dreams .,tu es la fille de mes rêves .
11295,train,you 're losing .,tu es en train de perdre .
11296,train,"you 're very kind , tom .","vous êtes très gentil , tom ."
11297,train,you 're getting closer .,vous vous approchez .
11298,train,you 're always complaining about something .,tu râles toujours après quelque chose .
11299,train,you 're a grown woman now .,tu es une adulte maintenant .
11300,train,you 're much taller than tom is .,tu es bien plus grand que tom .
11301,train,you 're elusive .,vous êtes insaisissable .
11302,train,you 're forgetful .,tu es étourdie .
11303,train,you 're not the only one who does n't believe tom .,vous n'êtes pas le seul à ne pas croire tom .
11304,train,you 're too slow .,vous êtes trop lentes .
11305,train,you 're very funny .,vous êtes fort drôles .
11306,train,you 're the most important person in my life .,vous êtes la personne qui compte le plus dans mon existence .
11307,train,you 're quite attractive .,vous êtes tout à fait attirante .
11308,train,you 're with friends .,vous êtes avec des amies .
11309,train,you 're not thinking straight .,tu penses de travers .
11310,train,you 're too naive .,tu es trop naïve .
11311,train,you 're very talented .,tu es plein de talent .
11312,train,you 're really awesome .,vous êtes vraiment géniaux .
11313,train,you 're not good at this .,ça ne vous réussit pas .
11314,train,you 're too stupid to live .,vous êtes trop stupide pour vivre .
11315,train,you 're scaring the kids .,tu effraies les enfants .
11316,train,you 're starting to sound like your old man .,tu commences à parler comme ton vieux .
11317,train,you 're pretty .,vous êtes jolie .
11318,train,you 're productive .,vous êtes productive .
11319,train,"you 're not staying here , are you ?","tu ne restes pas ici , si ?"
11320,train,you 're foolish .,vous êtes imprudentes .
11321,train,you 're powerful .,vous êtes puissantes .
11322,train,you 're blocking my light .,vous me faites de l'ombre .
11323,train,you 're not fit .,tu n'es pas en forme .
11324,train,you 're very wise .,tu es très avisée .
11325,train,you 're too slow .,tu es trop lent .
11326,train,you 're either with me or you 're against me .,"soit vous êtes avec moi , soit vous êtes contre moi ."
11327,train,you 're elusive .,tu es insaisissable .
11328,train,you 're not supposed to eat on the job .,vous n'êtes pas supposées manger sur le lieu de travail .
11329,train,you 're always saying that .,tu dis toujours cela .
11330,train,you 're not my type .,tu n'es pas mon genre .
11331,train,you 're very smart .,tu es très intelligente .
11332,train,you 're too skinny .,tu es trop maigre .
11333,train,"you 're enjoying yourself , are n't you ?","tu t'amuses , pas vrai ?"
11334,train,you 're the oldest .,c'est vous l'aînée .
11335,train,you 're the one who trained me .,vous êtes celle qui m ' a entraîné .
11336,train,you 're with friends .,tu es avec des amis .
11337,train,you 're the most beautiful girl i 've ever seen .,tu es la plus belle fille que j'aie jamais vue .
11338,train,you 're very understanding .,vous êtes fort compréhensive .
11339,train,you 're all right .,vous allez bien .
11340,train,you 're grounded .,tu es terre-à-terre .
11341,train,you 're incredible .,tu es incroyable .
11342,train,you 're arrogant .,vous êtes arrogante .
11343,train,you 're very emotional .,vous êtes très émotifs .
11344,train,"you 're not helping , tom .","tu n'aides pas , tom ."
11345,train,you 're sleepy .,vous êtes endormi .
11346,train,you 're too trusting .,vous êtes trop confiants .
11347,train,you 're not as good as you think you are .,tu n'es pas aussi bonne que tu penses l'être .
11348,train,you 're very attractive .,tu es fort attirant .
11349,train,you 're a very lucky man .,tu as vraiment de la chance .
11350,train,you 're the best thing that 's ever happened to me .,vous êtes la meilleure chose qui me soit jamais arrivée .
11351,train,you 're on to something .,tu es au courant de quelque chose .
11352,train,you 're very talented .,tu es très talentueuse .
11353,train,you 're a liar .,vous êtes un menteur .
11354,train,you 're early .,tu viens tôt .
11355,train,you 're going to have to deal with that .,vous devrez être confrontés à ça .
11356,train,you 're forgiven .,vous êtes pardonnées .
11357,train,you 're welcome .,avec plaisir .
11358,train,you 're fun .,t'es marrante .
11359,train,you 're very lonely .,vous êtes très solitaire .
11360,train,you 're very sharp .,vous êtes très vive .
11361,train,"you 're not going to do it , are you ?","vous n'allez pas le faire , n'est-ce pas ?"
11362,train,you 're the teacher .,vous êtes l'institutrice .
11363,train,you 're a filthy liar !,vous êtes une sale menteuse !
11364,train,you 're not fired .,vous n'êtes pas virés .
11365,train,you 're the only one who understands me .,tu es la seule à me comprendre .
11366,train,you 're very timid .,vous êtes fort timide .
11367,train,you 're lost .,tu es perdu .
11368,train,you 're very helpful .,vous êtes très serviables .
11369,train,you 're preaching to the choir .,tu prêches un convaincu .
11370,train,you 're charming .,vous êtes charmant .
11371,train,you 're very open .,vous êtes très ouvertes .
11372,train,you 're too polite .,vous êtes trop polie .
11373,train,you 're naive .,vous êtes naïf .
11374,train,you 're worse than tom .,tu es pire que tom .
11375,train,you 're conscientious .,tu es consciencieux .
11376,train,you 're very astute .,vous êtes fort astucieux .
11377,train,you 're a wonderful friend .,vous êtes une merveilleuse amie .
11378,train,you 're in luck .,vous êtes veinardes .
11379,train,you 're not the only one who does n't believe tom .,tu n'es pas la seule à ne pas croire tom .
11380,train,you 're the one i 've been wanting to meet .,vous êtes celui que je voulais rencontrer .
11381,train,you 're going too fast .,tu vas trop vite .
11382,train,you 're the teacher .,c'est toi l'enseignant .
11383,train,you 're my best friend .,tu es mon meilleur ami .
11384,train,you 're in luck .,tu es veinarde .
11385,train,you 're just tired .,tu es juste fatigué .
11386,train,you 're fearless .,tu es intrépide .
11387,train,you 're not a teenager yet .,vous n'êtes pas encore adolescente .
11388,train,"you 're tom 's friend , are n't you ?","tu es l'ami de tom , pas vrai ?"
11389,train,you 're the one who trained me .,c'est toi qui m'as formée .
11390,train,you 're the only person i know who does n't take some kind of medicine at least once a week .,tu es la seule personne que je connaisse qui ne prend pas un médicament ou un autre au moins une fois par semaine .
11391,train,you 're conceited .,vous êtes suffisantes .
11392,train,you 're the same age as my son .,vous avez le même âge que mon fils .
11393,train,you 're the leader .,c'est toi le chef .
11394,train,you 're going to be very proud of me .,tu vas être très fier de moi .
11395,train,you 're very emotional .,vous êtes fort émotif .
11396,train,you 're a nervous wreck .,tu es nerveusement usée .
11397,train,you 're in a strange mood today .,"tu es d'une humeur étrange , aujourd'hui ."
11398,train,you 're the same age as my son .,tu as le même âge que mon fils .
11399,train,you 're not missing much .,tu ne rates pas grand chose .
11400,train,you 're not the only one that was hurt .,tu n'es pas le seul à avoir été blessé .
11401,train,you 're not fat .,vous n'êtes pas gros .
11402,train,you 're just like your father .,tu es exactement comme ton père .
11403,train,you 're the one who trained me .,tu es celui qui m ' a formée .
11404,train,you 're taller than i am .,tu es plus grande que moi .
11405,train,you 're going to have to stop doing that .,vous allez devoir arrêter de faire cela .
11406,train,you 're the oldest .,vous êtes l'aînée .
11407,train,"you 're in danger , tom .","vous êtes en danger , tom ."
11408,train,you 're old enough to know better .,tu devrais le savoir à ton âge .
11409,train,you 're stuck .,vous êtes planté .
11410,train,you 're creative .,vous êtes créative .
11411,train,you 're kind of cute when you 're mad .,tu es assez mignonne quand tu es en colère .
11412,train,you 're very sophisticated .,vous êtes très élégante .
11413,train,you 're the teacher .,tu es la professeur .
11414,train,you 're a nerd .,tu es un binoclard .
11415,train,you 're very emotional .,vous êtes fort émotifs .
11416,train,you 're very funny .,vous êtes très marrante .
11417,train,you 're bossy .,tu joues au chef .
11418,train,you 're invited .,vous êtes invités .
11419,train,"you 're not ready yet , are you ?","vous n'êtes pas encore prêts , n'est-ce pas ?"
11420,train,you 're bright .,tu es brillante .
11421,train,you 're twisting my words .,tu déformes mes paroles .
11422,train,"you 're depressed , are n't you ?","vous êtes déprimées , n'est-ce pas ?"
11423,train,you 're always saying that .,vous dites toujours ça .
11424,train,you 're the one that went crazy .,c'est vous qui vous vous êtes emballé .
11425,train,"you 're one of them , are n't you ?","vous êtes l'une d'elles , n'est-ce pas ?"
11426,train,you 're grumpy .,vous êtes bougonne .
11427,train,you 're not dead .,tu n'es pas morte .
11428,train,you 're very good .,vous êtes fort bon .
11429,train,you 're very emotional .,tu es fort émotive .
11430,train,you 're overworked .,tu es surmené .
11431,train,you 're too tense .,tu es trop tendu .
11432,train,you 're not that old .,vous n'êtes pas si vieux .
11433,train,you 're very emotional .,vous êtes très émotif .
11434,train,you 're disloyal .,vous êtes déloyaux .
11435,train,you 're just being diplomatic .,tu veux juste paraître diplomate .
11436,train,you 're supposed to help your friends when they 're in trouble .,on est supposé aider ses amis lorsqu'ils sont dans la mouise .
11437,train,you 're not very good .,vous n'êtes pas très bon .
11438,train,you 're not supposed to be in here .,tu n'es pas censée être là-dedans .
11439,train,you 're a great guy .,vous êtes un bon gars .
11440,train,you 're very sophisticated .,tu es très élégant .
11441,train,you 're not bruised .,vous n'êtes pas contusionnées .
11442,train,you 're a man now .,tu es désormais un homme .
11443,train,you 're fascinating .,vous êtes fascinantes .
11444,train,you 're no singer .,vous n'êtes pas chanteur .
11445,train,you 're kidding !,vous me faites marcher !
11446,train,you 're the same age as my girlfriend .,tu as le même âge que ma copine .
11447,train,you 're powerless .,tu es dépourvu de pouvoir .
11448,train,you 're a little late .,tu es un peu en retard .
11449,train,you 're very attractive .,vous êtes fort attirant .
11450,train,you 're very upset .,tu es très contrarié .
11451,train,you 're fired .,tu es licencié .
11452,train,you 're really annoying .,vous êtes vraiment embêtantes .
11453,train,you 're the one who planted that tree .,tu es celui qui a planté cet arbre .
11454,train,you 're no saint .,tu n'es pas une sainte .
11455,train,you 're not welcome here .,vous n'êtes pas la bienvenue ici .
11456,train,you 're very nice .,vous êtes très gentils .
11457,train,you 're very clever .,vous êtes fort ingénieuse .
11458,train,you 're very wise .,vous êtes fort avisé .
11459,train,you 're not allowed to eat those .,tu n'es pas autorisé à manger ceux-là .
11460,train,"you 're disappointed , are n't you ?","vous êtes déçu , n'est-ce pas ?"
11461,train,you 're very open .,vous êtes très ouvert .
11462,train,you 're grounded .,vous êtes terre-à-terre .
11463,train,you 're kind of cute .,"vous êtes mignonnes , dans votre genre ."
11464,train,you 're the most beautiful woman i 've ever seen .,tu es la plus belle femme qu'il m'ait été donné de voir .
11465,train,you 're not dead yet .,vous n'êtes pas encore mort .
11466,train,you 're the master .,c'est toi le maître .
11467,train,"you 're not ready yet , are you ?","vous n'êtes pas encore prête , n'est-ce pas ?"
11468,train,you 're in luck .,vous êtes veinards .
